age	bmi	sex	race	title	updrs	height	weight	cage_id	cohoused	genotype	hy_stage	latitude	pd_class	age_units	elevation	env_biome	longitude	cage_mates	host_taxid	life_stage	description	env_feature	env_package	medications	sample_type	alt_pd_class	donor_status	env_material	geo_loc_name	mice_in_cage	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	disease_status	fecal_donor_id	host_body_site	pd_class_score	sem_group_beam	anonymized_name	hind_limb_score	host_subject_id	mean_group_beam	scientific_name	disease_duration	host_body_habitat	host_body_product	day_post_transplant	sem_group_pole_time	collection_timestamp	fecal_pellets_15_min	host_scientific_name	mean_group_pole_time	constipation_duration	constipation_severity	constipation_re_diagnosis	sem_adhesive_removal_time	mean_adhesive_removal_time	physical_specimen_location	physical_specimen_remaining	qiita_study_id
10483.recip.386.WT.PD2.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c28	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	411	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_008	uberon:feces	2	not provided	C13	not provided	412	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	11/19/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.318.ASO.HC1.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c21	false	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	single	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_1	uberon:feces	4	0.8355	C66	2	325	8.214	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	1.569	11/12/2015 10:00	missing	mus musculus	12.73	not provided	not provided	not provided	1.554	6.663	UCSDMI	TRUE	10483
10483.recip.649.WT.HC6.D14	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0309	c76	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	636	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_3	uberon:feces	4	0.4787	G21	1	637	5.311	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	4.11	04/04/2016 10:00	4	mus musculus	18.92	not provided	not provided	not provided	0.7391	4.104	UCSDMI	TRUE	10483
10483.recip.391.ASO.PD2.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c31	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	437	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_108a	uberon:feces	2	not provided	B30	not provided	435	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	11/23/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.BLANK7.12B	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.12B	not applicable	BLANK7.12B	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.458.ASO.HC3.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c41	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	464	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_11	uberon:feces	3	not provided	B47	not provided	467	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	11/23/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.314.WT.HC1.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c22	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	387	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_2	uberon:feces	3	not provided	B15	not provided	386	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	11/12/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.645.WT.PD6.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0291	c85	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	652	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	elp_035	uberon:feces	2	0.3794	G35	1	651	4.893	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	1.236	04/04/2016 10:00	4	mus musculus	12.09	not provided	not provided	not provided	0.4283	3.198	UCSDMI	TRUE	10483
10483.BLANK7.9B	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.9B	not applicable	BLANK7.9B	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.467.WT.HC3.D7.b	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c46	false	bdf1	not provided	34.1386	healthy	weeks	263	urban biome	-118.1255	single	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, healthy	healthy	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_154a	uberon:feces	1	not provided	A64	not provided	542	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	01/18/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.561.ASO.HC4.D7	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c19	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	322	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_1	uberon:feces	4	not provided	B12	not provided	323	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	10/01/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.549.WT.PD4.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c18	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	317	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_200a	uberon:feces	2	not provided	B7	not provided	318	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	10/01/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.BLANK7.6A	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.6A	not applicable	BLANK7.6A	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.313.ASO.HC1.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c17	true	bdf1	not provided	34.1386	healthy	weeks	263	urban biome	-118.1255	316	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_200a	uberon:feces	1	not provided	B74	not provided	319	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	10/08/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.BLANK4.5E	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable	Control	Negative	Sterile water blank	TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK4.5E	not applicable	BLANK4.5E	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.463.WT.PD3.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c44	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	536	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinsons Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	4	not provided	C39	not provided	539	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	02/01/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
